,price,lower,upper
160,200000,170494.36859330197,291328.97087865986
161,200000,197308.6188201026,394206.0137763863
162,475000,292292.63606733066,545259.7583325718
163,260000,241947.71788802542,366939.31965591037
164,535000,286809.81092832756,976336.9800088245
165,325000,202441.51960418373,382406.4223201597
166,199950,135658.16128421298,196851.82441374837
167,285000,260266.92692299793,483564.3710391581
168,525000,299124.46218924405,534607.3984598302
169,375000,227802.6623696839,447571.07185412163
170,189950,192667.1046776241,318335.50856949796
171,475000,298782.27140486724,714638.6388733799
172,299950,238826.97562040732,415552.578430308
173,110000,114149.58711084386,220581.3656951162
174,269950,166208.3884865575,575041.5161937746
175,84000,165797.83471582306,270512.37791194464
176,325000,180770.26208462613,320282.107028382
177,155000,176892.68925293634,289654.21070722525
178,292000,218887.69312688668,565370.260840983
179,335000,326089.0694748192,609922.8497773226
180,210000,174624.96551956265,262722.918896536
181,265000,200077.3105820666,351910.0162081742
182,150000,142534.7106969817,217772.93511300968
183,899950,354122.8023458813,911915.808243971
184,185000,137210.43710723694,195995.60830484962
185,223995,207935.90338002628,304229.66324030806
186,150000,131636.8558090055,217114.09885951292
187,210000,189875.16049245407,282081.9946503714
188,115000,81683.01402087924,172371.213124063
189,225000,176962.75759480346,229666.0986329918
190,579950,367827.0312735675,953438.0115285374
191,255000,162555.3549986729,325438.83165464876
192,1700000,85643.29605448777,222760.3111248761
193,259000,158645.1065151525,338384.08073886135
194,80000,62979.47032916528,171469.67736899378
195,269950,220016.39700696542,386128.18671746517
196,169950,192754.2046130859,387778.32752037223
197,260000,186915.82384903892,271249.2023218464
198,269995,267940.430889819,541431.8299763642
199,295000,213828.69230857096,312988.5442112548
200,575000,333778.6264253209,740225.8869791271
201,219950,173483.91325153247,319977.4550407467
202,350000,279739.0824324012,531975.4728483587
203,400000,158182.74036804598,292020.8624404914
204,279995,240306.40364728618,452834.358622952
205,260000,242365.18452095083,426012.4158957992
206,170000,149313.376438286,238663.9316301419
207,189950,205557.7349834329,317177.4973309246
208,500000,309673.8054935522,592926.5816771184
209,150000,305004.71052071435,596572.3873512376
210,124950,110103.71757690357,212360.25327475343
211,260000,241947.71788802542,366939.31965591037
212,280000,213242.87733286264,332557.89160870924
213,270000,236960.1348895081,389620.2585435872
214,465000,284417.51363909483,551661.9222458986
215,130000,125063.86586009878,237795.9260146046
216,300000,248629.50283611743,356867.0863584783
217,299950,209389.49566951382,341511.44343295204
218,650000,314071.3468049276,584682.977021334
219,550000,351838.64991977165,820176.5385086274
220,329950,263631.9086971406,465764.1170074651
221,126500,163512.73213213353,259744.7013947206
222,110000,104611.95316655486,200431.79494084293
223,339950,201186.93993171665,351061.5861368621
224,190000,161619.14573070686,270473.3821055925
225,495000,259721.26614345465,497122.0627604885
226,280000,286355.1700744081,474290.4004327755
227,200000,104142.06403774624,222234.57829202074
228,149950,170155.99283445324,262722.918896536
229,885000,216545.0417193892,462135.93165766797
230,130000,125063.86586009878,237795.9260146046
231,259500,191164.81118495547,350397.5018383785
232,325000,320740.69702360424,622341.6475290669
233,480000,299123.54622146237,538609.5599936136
234,215000,264834.0475650726,504575.9552870154
235,219950,149313.376438286,252255.6225677591
236,170000,186341.16123046822,257026.81928263514
237,325000,201711.8527525088,334986.57995737076
238,200000,196641.31203278236,302231.5654046446
239,60000,83864.7574465777,295079.6867234197
240,175000,134312.13872433285,210869.16685313729
241,139500,105595.65632723381,222234.57829202074
242,130000,121953.41293885259,234096.54865581906
243,120000,87571.49873992891,184047.03206641306
244,131998,279313.4676586737,560438.5210661638
245,99950,80536.08454775809,176270.22713959447
246,110000,79177.4413982529,323275.86211640434
247,335000,307603.8916122632,757595.6075061001
248,165000,145682.70134589705,220031.69393768997
249,290000,211064.03752575486,395288.5538263611
250,179950,103559.74489179418,201116.0877373575
251,319950,267103.2639847169,483564.3710391581
252,350000,170095.60275605367,365788.0652087041
253,420000,242748.2997373962,397100.49535344425
254,250000,146511.8490865726,254762.45422636453
255,230000,235440.54383410676,430769.04091413296
256,115000,103559.74489179418,201116.0877373575
257,220000,197308.1169357,299961.501147393
258,360000,300273.06080664304,644400.6710210892
259,379950,263631.9086971406,483564.3710391581
260,60000,81683.01402087924,164581.75410865436
261,240000,90540.75055113698,316992.5135440645
262,390000,276081.05579664436,529635.9344798182
263,275000,215696.07236177014,403366.7989398184
264,375000,192169.79608491718,410365.2698860604
265,285000,133017.44103838032,263571.45059967984
266,210000,172178.9586172758,292152.132098543
267,615000,367294.3967597554,1038633.0354573654
268,555000,301029.8486312094,717926.336361887
269,325000,177987.95160209975,269039.64337002416
270,200000,169114.078497426,276455.41233037226
271,124950,103559.74489179418,212360.25327475343
272,350000,247513.42819641368,480802.59077616385
273,450000,260041.3292358821,502091.8675906295
274,289950,267591.97329750995,415330.5084240113
275,375000,268040.70257861883,529175.5631316222
276,1200000,330332.57218177203,844870.7976563411
277,180000,132920.44720985257,217757.0901134767
278,285000,263631.9086971406,483564.3710391581
279,210000,166707.36452709045,278462.29017582594
280,495000,279715.72166673717,507270.86135123705
281,215000,137301.68338256335,214323.87337512456
282,168995,134312.13872433285,208270.11000702705
283,158950,132027.03614064332,208095.98995114435
284,97500,81683.01402087924,164581.75410865436
285,285000,256045.07399118884,483564.3710391581
286,377950,315486.9697844516,558984.9359960973
287,795000,187108.29873345033,443222.8010142618
288,257500,230969.61588399962,414975.41148459725
289,165000,158352.32172847237,272115.01505284884
290,175950,138957.8126952545,232491.17727177197
291,285000,217342.6371685667,509892.3398182484
292,425000,237253.6446519196,456671.88556835544
293,389950,352685.8768142653,705237.8570633117
294,249950,203700.45923180273,315476.8721076953
295,357500,288454.30299085245,516671.33608486084
296,138500,103559.74489179418,201116.0877373575
297,175000,135777.0175925761,194373.09313941156
298,63500,58515.01662117709,163897.46131213979
299,110000,87571.49873992891,186299.10756767014
300,210000,140304.29511321394,230334.44481089598
301,72000,163178.69169057364,269344.091992501
302,380000,281775.1990965396,621472.4181551789
303,110000,68821.92518678411,208792.26298949236
304,579950,352709.471043075,876137.3124635105
305,450000,248425.4869754439,472096.08240939304
306,249950,248029.24249070513,356867.0863584783
307,210000,164269.41929983685,339278.9974710074
308,175000,157623.55617276824,284570.3225468118
309,300000,283092.36036435276,483564.3710391581
310,135000,130090.28579252379,222113.3323905332
311,120000,101624.78834508019,208004.01099769687
312,200000,135515.34910814516,242760.64354985187
313,450000,248425.4869754439,472096.08240939304
314,575000,310395.58593261224,554937.6846957841
315,133000,132145.89244900638,221658.80212594554
316,140000,104142.06403774624,227723.42115255268
317,370000,353084.97620134364,779916.2532385673
318,419995,351268.1891147716,821433.5043113696
319,99995,98588.57847296681,292942.70714876545
320,182500,121953.41293885259,234096.54865581906
321,365000,238697.85594671912,467327.63541053876
322,165000,178297.22737176897,305697.3419962721
323,325000,313244.7367332136,636067.760266364
324,260000,142281.50064847345,274000.0893990835
325,285000,153999.8030940913,291177.3486572017
326,240000,172996.19761005166,312555.6469796756
327,136950,103559.74489179418,212360.25327475343
328,142000,127924.03951719738,207239.77384224554
329,350000,279739.0824324012,531975.4728483587
330,149950,84433.01402087924,164581.75410865436
331,385000,287691.4734581381,547430.7181561254
332,350000,278893.4433095395,509094.8536343599
333,158950,138857.7666232671,253397.0288475768
334,349950,230551.48951055246,472356.6733898175
335,445000,270513.15374708554,505648.346185799
336,189000,112693.25538197844,214915.30680060582
337,925000,308252.1078979887,915229.1650038168
338,329995,266242.82372280286,574941.981621461
339,219950,130095.95430517742,250332.8596067058
340,375000,336222.3429063082,600749.3507677839
341,320000,133307.3916431237,215186.03040135978
342,300000,279739.0824324012,539547.6889052127
343,175000,164097.69665563467,199450.3148268369
344,280000,196641.31203278236,299200.37808105344
345,115000,81683.01402087924,164581.75410865436
346,225000,201829.8222487274,310950.49432453036
347,600000,363192.24896658777,938592.9471404384
348,215000,167994.00827817648,293111.28075630625
349,265000,267902.56053938303,661897.0330106793
350,210000,167848.41679512063,261100.40373109802
351,190000,186039.25802219252,360388.4233260072
352,275000,218157.6634399232,384505.6715520271
353,180000,70476.16217089222,192054.8553805284
354,340000,179838.72154652694,324809.3529355575
355,170000,116624.72424830719,318212.33178228175
356,130000,150655.9450984916,293480.5723070343
357,325000,246633.3434548034,478130.37202608073
358,240000,313288.078878664,621543.8100153501
359,285000,179925.41472597,306482.61131681234
360,87000,82968.93853451552,186407.36145200804
361,289995,228943.7146377141,382572.11751184636
362,195000,169350.31827764263,259744.7013947206
363,249950,251993.63405310322,427634.93106123724
364,210000,210690.11787568592,319446.125724133
365,155000,188395.25187591778,314019.82537502225
366,169950,147211.38068031234,222113.3323905332
367,210000,174137.24987808184,295193.7605349476
368,170000,157623.55617276824,284570.3225468118
369,480000,252047.01337183482,472489.1133126321
370,272500,170407.17434322764,312555.6469796756
371,395000,245891.6291099895,427634.93106123724
372,600000,315695.70721233176,613833.6721820317
373,142000,127924.03951719738,207239.77384224554
374,269950,295771.11268591095,552125.043602632
375,75000,71400.9136909169,210869.16685313729
376,152950,144101.41408976278,334712.80226103135
377,265000,278336.2203466156,503152.29998409154
378,565000,304284.75685307273,636067.760266364
379,340000,268040.70257861883,498744.57792592654
380,350000,154634.11341474357,344050.83574970043
381,395000,233304.87273397495,394654.47014277556
382,60000,136332.81024249337,270331.72622548416
383,225000,149930.9174708883,240513.94083311103
384,430000,255648.18680404918,427634.93106123724
385,125000,105395.89193391698,200431.79494084293
386,325000,180404.70906497893,289545.41441892984
387,275000,216186.56177679845,355868.85528119677
388,339950,212282.83838606195,394773.88496240875
389,130000,114149.58711084386,220581.3656951162
390,250000,243061.43042803457,394654.47014277556
391,265000,243036.64968994795,427256.1917846125
392,310000,248779.22941250846,394148.8665511223
393,218995,156993.10236311745,269930.5226784418
394,400000,266866.2886271294,418619.43106175784
395,235000,241445.35820502928,452339.54255835887
396,110000,108028.71757690357,201116.0877373575
397,210000,179717.18215761153,282081.9946503714
398,188995,163512.73213213353,256289.99487273328
399,255000,170494.36859330197,316004.63340749126
400,102950,88497.85623992892,184047.03206641306
401,230000,133090.3635183906,297768.63883208076
402,230000,173089.0131508197,293153.90410223126
403,127500,100100.4062181765,200431.79494084293
404,260000,245293.184507853,459232.08913193794
405,125000,126186.71055575655,196851.82441374837
406,305000,218722.28783908347,374045.83408653596
407,389950,288078.86587494024,474290.4004327755
408,220000,191384.79653414828,271249.2023218464
409,289995,228943.7146377141,382572.11751184636
410,290995,228561.33729040378,449539.6328416222
411,220000,187638.06526795408,282081.9946503714
412,385000,287691.4734581381,547430.7181561254
413,290000,226169.9260259599,407554.125878465
414,795000,351296.60234570055,687626.7306445381
415,185000,140980.7076267592,291328.97087865986
416,215000,168637.09226714482,276455.41233037226
417,87000,81969.7470110635,178380.97317190267
418,595000,327215.6361646542,705884.807658321
419,305000,224201.67263817272,401330.19539109664
420,284950,174219.95155393478,283624.05197765864
421,80000,68821.92518678411,162959.2389432163
422,240000,124886.43325521902,234096.54865581906
423,133000,132145.89244900638,221658.80212594554
424,150000,133171.08645630267,215186.03040135978
425,207500,217269.2544749154,453406.9395648467
426,179950,101520.92535454816,201116.0877373575
427,70000,72649.8096055516,210184.8740566227
428,219950,149313.376438286,252255.6225677591
429,220000,169350.31827764263,308196.5492484637
430,169950,192754.2046130859,387778.32752037223
431,365000,199485.79243673477,327987.08393362747
432,200000,144449.29186634163,196851.82441374837
433,340000,236601.11815544553,348340.8029331678
434,500000,279883.92846367374,560438.5210661638
435,199995,162967.80266051972,272878.257569814
436,200000,160958.59408600564,286329.73734763963
437,244000,174624.96551956265,273967.08443393186
438,575000,252259.4989449177,472266.7794201911
439,35000,64605.87843173347,278209.43459808663
440,525000,282071.5244360334,691410.5282153083
441,250000,178670.83505350293,305979.6911862135
442,299950,217581.2355710533,402651.88606865983
443,750000,329787.08882397093,853419.079285185
444,265000,192148.65103388517,288009.18236543343
445,125000,69965.17229534016,166396.25458225
446,320000,129652.83889217782,215186.03040135978
447,259500,236436.15139854315,443438.45970240224
448,279950,229130.4117432912,328332.2883706447
449,339950,246435.15253727397,418963.1665742344
450,275000,213180.0599452466,403928.44074915815
451,300000,273023.8243637825,474290.4004327755
452,169950,156535.6083760417,219395.45027844774
453,420000,255737.79903115428,400548.7289172176
454,230000,148069.66549636162,261961.18355459254
455,675000,337085.2519080396,689462.9113822319
456,275000,188395.25187591778,309238.0993031808
457,190000,172348.3603451376,284956.89396535547
458,85000,88497.85623992892,184047.03206641306
459,165000,141966.2211876383,214069.91928185543
460,125000,105039.17291867304,212360.25327475343
461,599950,187254.1996078876,526118.7794314255
462,325000,212833.8126908447,530778.5321690495
463,795000,298010.0738834058,641802.227171377
464,195000,170179.72705963103,301231.34311008244
465,325000,206794.8511119961,364362.1727382119
466,139950,132832.71069745393,218658.62586854593
467,275000,246708.5118799844,462008.486763365
468,225000,176385.7324698134,276400.5698206547
469,290000,226169.9260259599,407554.125878465
470,117500,104142.06403774624,222234.57829202074
471,115000,105039.17291867304,201116.0877373575
472,465000,261461.94507261764,409387.95477374294
473,325000,218722.28783908347,374045.83408653596
474,62500,192667.1046776241,318335.50856949796
475,222000,155121.0079404966,276455.41233037226
476,180000,139605.72588491373,234096.54865581906
477,270000,187621.90386736707,301768.4440479113
478,280000,286355.1700744081,474290.4004327755
479,240000,198455.26952551227,402575.81087065174
480,89000,141137.4503328141,216317.10237150712
481,177500,133225.03136229492,225012.99596754133
482,225000,196641.31203278236,302231.5654046446
483,150000,129070.76029788113,195311.31550833504
484,375000,226888.3105055564,456104.96582174755
485,375000,298448.0203291759,552125.043602632
486,275000,202390.49748242102,383679.9412815822
487,270000,172348.3603451376,284956.89396535547
488,125000,86151.98670598863,164581.75410865436
489,335000,247927.79908159754,405065.7979820245
490,374999,227012.28170372132,508605.2518860515
491,134950,94376.68206793765,197562.21502711592
492,219950,130095.95430517742,242760.64354985187
493,250000,187385.394606111,315307.2763850795
494,415000,278262.12937724957,550041.4844044131
495,187500,146925.61518070227,208095.98995114435
496,580000,307903.8311445255,645169.2393910821
497,110000,70901.27997416526,163897.46131213979
498,325000,220374.50356846378,417850.31079958135
499,350000,284417.51363909483,538886.7686512676
500,355000,127420.34131223337,262516.30444395926
501,395000,233506.07558755536,447642.22581648896
502,265000,270986.390431534,480686.72146896494
503,300000,257775.0922727399,413958.7624488246
504,230000,215901.84647626348,534889.148236634
505,369950,218140.2600675566,469163.9085802247
506,125000,212823.45971848682,399108.6743131586
507,275000,249350.07991478487,466823.0544181217
508,445000,287157.67787678604,552125.043602632
509,130000,114149.58711084386,220581.3656951162
510,130000,112693.25538197844,212458.43431136562
511,450000,330332.57218177203,785733.9197276602
512,280000,168352.77078719903,292142.5386036658
513,139950,105595.65632723381,222234.57829202074
514,210000,171635.42086133215,298642.74696276325
515,60000,68821.92518678411,162959.2389432163
516,219950,196641.31203278236,302231.5654046446
517,170000,158990.76151334814,272961.7100020329
518,925000,308252.1078979887,915229.1650038168
519,145000,79956.61588752328,244803.65621277093
520,325000,190035.02009741042,313065.26625972555
521,325000,216248.42167527866,363107.5934259668
522,200000,137747.91547305236,239222.11603420012
523,350000,105039.17291867304,239743.9529559133
524,139950,95496.07299888547,219395.45027844774
525,200000,183351.61657223772,297396.1523713551
526,405000,202344.50221503337,473627.59889113996
527,275000,197895.89170524944,321826.3554762022
528,250000,254340.09235082808,392849.4494412765
529,264500,234843.17842627238,359584.96847056376
530,325000,275306.9277852589,474290.4004327755
531,87000,81683.01402087924,175825.9196460503
532,240000,151476.90804337917,278858.0096507947
533,325000,216545.0417193892,403928.44074915815
534,210000,167848.41679512063,261100.40373109802
535,220000,188395.25187591778,292367.6928765096
536,179950,160958.59408600564,276455.41233037226
537,214950,169350.31827764263,259744.7013947206
538,155000,103559.74489179418,212360.25327475343
539,1000000,322649.95966794615,763243.3054718794
540,315000,223654.35787280079,460814.8727291989
541,400000,231538.56913814315,407026.2950049975
542,365000,308818.3420284938,605059.5122497593
543,365000,327367.22102033446,606329.7411864623
544,225000,207749.2532106408,424954.82439333404
545,245000,212092.1834234397,326736.61344849796
546,675000,354122.8023458813,1177040.9022206008
547,240000,196362.3388677932,399297.65828561125
548,199950,133599.48473849392,222602.9417200448
549,174950,138138.04883788753,215460.8862626083
550,242000,158101.93174754042,244607.85138962162
551,400000,257292.42709669127,473121.93596320786
552,625000,342067.81008731324,568743.4588394176
553,269950,227773.98735170593,359584.96847056376
554,325000,273344.29885577044,474290.4004327755
555,410000,292487.6597564186,496672.3947167069
556,399950,247021.18152801687,483175.04936540546
557,99000,74505.05264107317,282589.4900837218
558,350000,183735.95204376266,336248.15666412166
559,285000,296725.1058818064,621276.9988483588
560,200000,105039.17291867304,222234.57829202074
561,335000,277027.3526852874,555407.3677303442
562,335000,319139.3113496204,673513.4115770154
563,160000,206855.8715853904,334393.69033291936
564,325000,191931.0225050453,424425.9471910573
565,380000,233802.61278602673,521443.99219009443
566,315000,166415.18662098396,328796.55821786006
567,199950,137091.58079887382,208095.98995114435
568,225000,201626.63729690824,395188.04824902886
569,172995,141256.30664117722,216974.40220544985
570,380000,316609.7025443741,636067.760266364
571,110000,102345.01432890235,200570.97661062112
572,315000,176708.56783078448,334659.4009845444
573,145000,119937.75195873203,250143.31639184736
574,105000,86091.49873992891,195136.90716137175
575,225000,189004.6278003254,383200.1114411529
576,110000,123432.84096573145,234096.54865581906
577,125000,99905.19214084824,204570.79425934478
578,199950,133599.48473849392,222602.9417200448
579,115000,79638.97566683129,185700.24466331766
580,499950,348641.0245628253,654743.6554277978
581,325000,237189.77479457867,413554.48059464456
582,292000,334911.7549725256,715417.6906653378
583,138500,103559.74489179418,201116.0877373575
584,750000,294421.6486066732,797425.3740033031
585,365000,304139.9108218002,605059.5122497593
586,230000,141966.2211876383,229871.32345416272
587,210000,160406.08888547955,272961.7100020329
588,250000,147005.8067713913,275001.6644532265
589,395000,245891.6291099895,427634.93106123724
590,38500,71400.9136909169,214323.87337512456
591,209950,133171.08645630267,226430.1959387557
592,280000,181911.3143526563,269626.6871564083
593,360000,264921.2924191517,441523.5835144975
594,79950,83298.74723457916,164581.75410865436
595,375000,268164.22869510885,502183.55783145095
596,90000,83298.74723457916,175825.9196460503
597,114000,161573.43594385363,290622.95285986585
598,38500,71400.9136909169,210869.16685313729
599,169950,165122.89066293096,250761.81655262012
600,200000,145593.34218200098,226430.1959387557
601,15000,14339.712046163062,281664.14112007385
602,260000,283157.88828271715,666071.2872851293
603,115000,55631.43261805107,180232.44913043655
604,264950,171635.42086133215,273967.08443393186
605,290000,253687.61340550057,379008.01891498535
606,375000,240604.6064803867,467794.78786612535
607,139950,130090.28579252379,222113.3323905332
608,379995,304324.8392334821,707560.4099908752
609,329950,266716.5620507384,380630.5340804234
610,339950,314214.0576906315,636568.6633680199
611,169950,163978.84034727162,208095.98995114435
612,215000,171635.42086133215,273967.08443393186
613,182000,145864.75450336112,296818.3723868225
614,99950,104142.06403774624,222941.6950807112
615,120000,100124.75973707598,356589.2955184991
616,172500,163512.73213213353,241356.77574478192
617,525000,265308.0825950808,631303.3212334831
618,245000,245637.31403223088,508483.7582094136
619,185000,167251.42700531066,262722.918896536
620,185000,105175.4781054941,201116.0877373575
621,425000,256441.4043988385,470127.2298266246
622,320000,272640.65529966814,494611.34177459707
623,169950,150942.31895538035,288318.4483283806
624,299950,206596.15821909747,389282.40389591106
625,164950,167770.51433225384,294856.02077295
626,60000,69325.9136909169,218658.62586854593
627,260000,228302.2869634151,417486.13247048866
628,765000,336962.5624919554,654064.1989646393
629,215000,216036.0050793884,403928.44074915815
630,265000,261138.15568922798,585934.4331095662
631,110000,81683.01402087924,164581.75410865436
632,235000,169350.31827764263,282019.073959096
633,345000,270988.72159978404,494611.34177459707
634,260000,230969.61588399962,422547.62754145113
635,595000,327367.22102033446,597236.8975625806
636,375000,288843.9083438146,560438.5210661638
637,220000,219740.64840800822,399934.00395657436
638,110000,104611.95316655486,200431.79494084293
639,217500,224635.3701381694,338363.54461102857
640,129950,103559.74489179418,201116.0877373575
641,325000,177439.35790354147,265162.2898053819
642,210000,167825.80390996434,273737.5302182868
643,170000,161671.53356981114,292648.159399573
644,120000,87571.49873992891,184047.03206641306
645,250000,202429.47688067053,326080.2128693876
646,395000,240604.6064803867,467794.78786612535
647,240000,268307.0096690768,520366.86030357995
648,240000,173782.17312606465,328581.5349327859
649,339950,246435.15253727397,418963.1665742344
650,240000,231247.55832883943,403928.44074915815
651,245000,156321.20300553693,291289.33888719406
652,335000,216545.0417193892,422048.01478369243
653,256950,215569.01527888837,367792.0202419243
654,295000,78251.08389825288,323275.86211640434
655,265000,200944.74261975056,337243.2813400369
656,259950,171635.42086133215,321365.51573014376
657,160000,105039.17291867304,201116.0877373575
658,229500,260266.92692299793,483564.3710391581
659,240000,194932.69778902672,288611.0887665744
660,365000,190574.96930877594,501087.6218564105
661,190000,187586.7385052223,349491.9575391989
662,119950,83298.74723457916,164581.75410865436
663,360000,283092.36036435276,465764.1170074651
664,160000,157623.55617276824,292142.5386036658
665,230995,231059.3021957531,417036.46442670707
666,330000,216745.93959706128,353206.298020393
667,325000,141114.52102480902,297263.01803617354
668,200000,188395.25187591778,271249.2023218464
